sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species
4.394080757088713,3.0220286495388717,1.4181619512183372,0.21525220573091694,setosa
4.932699348930392,3.3005274198724512,1.4355526322449483,0.1750411917783238,setosa
5.153062514561795,3.40342114663478,1.2685507301934615,0.1937858458558394,setosa
4.607069216511864,3.4114904799417305,1.5115220915832,0.31800921453850467,setosa
4.9497060817189995,3.09361762577192,1.5459379246334726,0.12305719748831175,setosa
4.651752488573181,3.4067474725107116,1.4855367523667586,0.38338943751830845,setosa
4.909849558328578,3.0898728990333586,1.6421947216822061,0.11257946077183259,setosa
5.023108187551409,3.298587926075996,1.407277878636729,0.21628034372670935,setosa
5.315441624510834,3.935155983140368,1.386441441472551,0.4212582361701837,setosa
4.355932446319915,2.8987822030001005,1.3202609238533138,0.24802032311323535,setosa
5.093662506723474,3.8178190591888295,1.8904572109652729,0.3346231891262724,setosa
4.612250028405878,3.121726088018474,1.4560730995114644,0.15465524272478115,setosa
5.170423679652494,3.3859480126540906,1.4432553558966446,0.13729924149424272,setosa
4.893084713666358,3.6209024555130447,1.3409947749306796,0.10759758192872729,setosa
5.133761078127866,3.504745154355684,1.2733497629852113,0.2166393240606473,setosa
5.398966614163913,3.379891293803887,1.7366630492895916,0.17815183010994337,setosa
4.572741135619334,3.2032127081895347,1.2981317315047185,0.1603868229266957,setosa
5.085865529322945,3.2863377410529377,1.5994661982369704,0.49719350639487125,setosa
4.612051614625477,3.0758152290082212,1.401596541559452,0.21746985978715624,setosa
5.788558202279729,4.029563287520866,1.2370924553899612,0.1149552642225511,setosa
4.6912066621430295,3.221761186416904,1.573561329617568,0.22737853932488045,setosa
4.3650813365732075,2.9777385380659425,1.2428672507137546,0.08719220244785966,setosa
5.021317288388565,3.5122691480896417,1.5463037440476604,0.26802213546610903,setosa
4.964307550433403,3.398096421525868,1.5686455068845044,0.45087665736736743,setosa
4.941868941702489,3.422301949343733,1.5224818523685046,0.20625252312833955,setosa
4.915759177995861,3.0127432686766467,1.703488424674179,0.17079778101986082,setosa
5.1343084375457595,3.593640888910066,1.2640723068895598,0.2782035245999287,setosa
4.862238084551879,2.9719001204112407,1.3343021087219127,0.1898349902570266,setosa
4.99948767313755,3.4104615075126787,1.6501125341236347,0.38181591726003994,setosa
5.2640427066371,4.0982524828264975,1.4675366786521613,0.04301042881012859,setosa
5.196772018591531,3.3238693080171826,1.6372992626804665,0.50043129440092,setosa
5.21010137138122,3.5245232572528393,1.5909138309951931,0.17442323997255013,setosa
4.575189703727027,3.081162539145025,1.4349104258540861,0.13784085472526503,setosa
5.122257008992586,3.532625401553285,1.2528371304177335,0.1939009102731194,setosa
4.893986982272648,3.0101241374777485,1.5104688631646799,0.21604194266292776,setosa
4.974125304485274,3.4010682477257657,1.5296013700264222,0.17262215618167248,setosa
4.394080757088713,3.0220286495388717,1.4181619512183372,0.21525220573091694,setosa
4.262398281903688,3.005833086521123,1.0880045406347958,0.10170336975390339,setosa
5.0000733830696245,3.4226201261747575,1.7608783878165366,0.4109463612769652,setosa
4.996504460582929,3.2900721793654326,1.3127971125734317,0.22165181876396953,setosa
5.462303710224835,3.912368968520585,1.8826153666522418,0.4114746705864877,setosa
4.891103501481342,3.1125164958651115,1.4045473509231567,0.09536392854901682,setosa
4.314869691495533,2.9779797805446124,1.3328894806304508,0.195763381241703,setosa
4.572161565641557,3.5707780904446254,0.9884591099541898,0.23133079426953557,setosa
5.063973457544562,3.5187362001894185,1.4178651962909237,0.15789334252468923,setosa
5.221332089516082,4.086669332995032,1.590330831882236,0.07417698082008435,setosa
5.0881384655132775,3.4324832962442664,1.3662981718221523,0.2175488046318763,setosa
4.7751450118523096,2.9732128662944013,1.4740908643178157,0.06650636535721839,setosa
4.743448247006961,3.390754325179162,1.6021373523864102,0.2364766117316178,setosa
4.916166393865789,3.089187788554619,1.5429525716507713,0.025559777899686734,setosa
5.4257650464431295,3.9121236270647124,1.3801764651522512,0.40093915691998155,setosa
4.775249671371804,3.106328814208985,1.574977259330041,0.14450828593145099,setosa
4.886686773712577,3.015821672051965,1.2820188662239609,0.17473236607018972,setosa
5.420366327452611,3.367727059892919,1.5329283687036028,0.37667080596277924,setosa
5.0241578584882545,3.713706082326417,1.6132323078954671,0.39293925620597436,setosa
4.975252025314319,3.2916323208111478,1.515591884859519,0.16928657030133534,setosa
4.819414432152582,3.089722127947731,1.716259252396543,0.18445305262516262,setosa
5.78439182990086,3.994677614993041,1.1328298594031692,0.21414622770683975,setosa
5.09825065345583,3.7902586413905417,1.6233581716885523,0.1864794681296126,setosa
5.07778483438212,3.698320501240555,1.6657765313252892,0.3825173128030661,setosa
5.0934004516006715,3.775005564794467,1.5627500109356847,0.2220957281708451,setosa
5.426667774017428,3.3638288924622066,1.4904577944181057,0.3549479361721116,setosa
5.089264485593902,3.524199795554062,1.2681317150868492,0.31823713533274584,setosa
5.6987106803546705,4.407615216219436,1.6052250861580022,0.4446064455214157,setosa
5.246440738632707,3.405535534659184,1.332307546224076,0.14420733794082002,setosa
4.5587645168607285,2.2929841694330104,1.2756070656626957,0.2621995608886867,setosa
4.784262641203582,3.026039876755309,1.296475863453667,0.27631119194657305,setosa
4.565610316480945,2.2738129054186,1.3612538564050478,0.277561560132245,setosa
4.930635192851408,3.585445601869688,1.3783471915967347,0.07125964217723299,setosa
4.4492781263769725,2.99529046438089,1.2376556625878128,0.24221492452428095,setosa
4.420981924578995,2.8399661810521644,1.3050697755869798,0.20493760776898567,setosa
5.09800537193809,3.769139358878507,1.5942441418961453,0.29493421636242656,setosa
4.2627412700114835,2.994031263401617,0.9878128348962395,0.14398413654051745,setosa
5.753606265064213,4.021099069726282,1.1154848152756096,0.1899943693046771,setosa
5.32030187091991,3.736801123401752,1.483855455613123,0.2131210319892483,setosa
4.99948767313755,3.4104615075126787,1.6501125341236347,0.38181591726003994,setosa
5.43513273748766,3.903871610770556,1.6771721992606146,0.4302301130227071,setosa
4.776725649267169,3.4036345243697874,1.5373107577336906,0.21022867126651848,setosa
5.438311622409645,3.378255532718737,1.3654689471749277,0.34821889784528287,setosa
5.674512744528363,4.438745545344391,1.5879551625197788,0.363735711628227,setosa
4.932699348930392,3.3005274198724512,1.4355526322449483,0.1750411917783238,setosa
5.032351792642054,3.3759499652726896,1.5303816796481673,0.13238290402103653,setosa
4.561744598369371,3.442981284164924,1.3482718708451167,0.28869094915471605,setosa
4.631908497031374,3.565997806740571,1.1215792091862504,0.24489123240651428,setosa
4.594417451467332,3.1708215454993973,1.5623048112952609,0.24667998172264805,setosa
4.830408090368714,3.393345748121821,1.9889266894018305,0.2074761621854063,setosa
5.36385128578733,3.3987810940512717,1.6195480046948858,0.2039593009901063,setosa
4.841951713123885,3.0857416909560587,1.6212394992478214,0.028835733653319776,setosa
5.41766296649677,3.419191212707512,1.661611820873688,0.23617207991216183,setosa
4.457988991175744,2.303117216157084,1.3724758694364956,0.27281270260189816,setosa
4.606812385346007,3.5886558706634326,1.0733611213359542,0.23859270712414535,setosa
4.725939187385227,3.202271336338114,1.3239151662419886,0.14039229019348698,setosa
4.951971459914984,3.142103061176863,1.4960059936561338,0.26168017536124166,setosa
4.902639938833369,3.1097674646394218,1.4095888287264446,0.200415411080184,setosa
4.565610316480945,2.2738129054186,1.3612538564050478,0.277561560132245,setosa
5.172707524905003,3.7874238554149997,1.3940890622013118,0.3026256882832384,setosa
4.535738829780989,3.617882692249238,1.0172958099406233,0.2124822372567937,setosa
5.7410479940664185,4.371702663287252,1.5767723238112923,0.38777480857043745,setosa
5.080742528227194,3.7157641235434267,1.7189779673029775,0.36394080175692767,setosa
5.12018991750792,3.732582257824711,1.483839281734565,0.3979892471118127,setosa
4.388229507854983,3.1824315736911806,1.3098276459257543,0.21198655925715468,setosa
5.480034361744386,3.486503779006218,1.3017926957977537,0.1937267528785994,setosa
4.93737296301833,3.0927825124588955,1.5579680783253884,0.179317875538201,setosa
5.438311622409645,3.378255532718737,1.3654689471749277,0.34821889784528287,setosa
4.91779899366609,3.4188917625396216,1.446346853354295,0.1420140925618567,setosa
5.0241578584882545,3.713706082326417,1.6132323078954671,0.39293925620597436,setosa
5.118752842487499,3.7709971013838595,1.7720128321294695,0.41462749850899755,setosa
5.021772976043373,3.583497532005582,1.4840724669936998,0.25972527845805,setosa
5.1229987011079645,3.496900666109544,1.418325275683492,0.2675292170839641,setosa
4.8133853308421015,3.5725399260458857,1.4255050341309177,0.09244797986013757,setosa
4.561330305595951,3.56939082662727,0.9870068489558175,0.2449450011113359,setosa
4.9167836943418735,3.557616186026609,1.4778523911607855,0.15675216938976597,setosa
5.228896382633564,3.3934034500441594,1.251833448496318,0.20063505078071003,setosa
4.8763858206124295,3.625054390818529,1.4990804592464613,0.14531375382155595,setosa
4.9934068994136265,3.4926452904898095,1.191333332419115,0.270993274370289,setosa
5.302861736160716,3.7085095321071297,1.4894119850280887,0.18792018403102087,setosa
4.261036907144858,2.9590903936170205,1.0117827161573398,0.11128473814916028,setosa
4.501566204994786,2.3215155363518503,1.314135248506313,0.2733943181187794,setosa
5.032351792642054,3.3759499652726896,1.5303816796481673,0.13238290402103653,setosa
4.788059347259047,3.383880157449644,1.930609005520093,0.18186903731191262,setosa
5.686244297665736,4.411411181924037,1.4261444607131561,0.4537172190769455,setosa
4.757954828469194,3.216004394132642,1.7414615099625006,0.16818461016426384,setosa
5.427952116340496,3.3874036979118483,1.6138474071046145,0.14167005676863115,setosa
5.179305954323856,3.5398206588505543,1.5131397165817446,0.3511413037409903,setosa
5.125311244110995,3.3070948287068282,1.7159009156943954,0.5108328204115421,setosa
4.83307468218545,3.3865033172713335,1.624857497975851,0.20709183410836432,setosa
4.649389528741882,3.2113621908375185,1.1344339516337794,0.13600849741302748,setosa
4.94567532453373,3.0476561205444717,1.637805756548885,0.19566988914880643,setosa
4.9807300636563445,3.5884034041433748,1.3542607033639436,0.21002786822703023,setosa
4.426884645954199,2.8962010680616124,1.1838904188329633,0.17110230024920658,setosa
4.707082094216319,3.2209148033168384,1.3220601061176898,0.19467507017050345,setosa
5.078493110960032,3.2784929569119656,1.3691500762572946,0.2829520161712256,setosa
5.370531712969183,3.911611282571919,1.5764432161212714,0.4257466597399999,setosa
5.78439182990086,3.994677614993041,1.1328298594031692,0.21414622770683975,setosa
4.368933665910531,3.0065648091791215,1.3079349921555017,0.1794063819631624,setosa
4.891103501481342,3.1125164958651115,1.4045473509231567,0.09536392854901682,setosa
5.45919288938825,4.185524975558486,1.218364842275878,0.12993752682827756,setosa
5.117126963149362,3.3994052672092208,1.3821910122326801,0.25680388633164625,setosa
5.1836381454082225,3.7861042588038214,1.8470684616090878,0.4379037167603075,setosa
4.426884645954199,2.8962010680616124,1.1838904188329633,0.17110230024920658,setosa
4.583596551441623,3.186020594953904,1.3018118209169178,0.27734666236735683,setosa
4.848359480834002,3.4073183046233217,1.5589305997113099,0.20141198784320258,setosa
5.1202612483923655,3.509683614030406,1.3280644915625863,0.34012308820889703,setosa
5.730871920493159,4.034185163172982,1.2475206219411354,0.14586583793646285,setosa
4.885782052753284,3.151525559043977,1.360724439434848,0.0925090404202482,setosa
5.511612458407847,3.4738667108064205,1.208877415693685,0.2240498459684498,setosa
4.5588341942863435,3.1125859499907516,1.583525067206477,0.24514615405988213,setosa
5.188689698249935,4.081485767817676,1.5608297839112595,0.0722303424908329,setosa
5.092282785998135,3.7770764850326346,1.5035448321291989,0.2807255581874908,setosa
5.426142510270006,3.503585998637283,1.391050668070637,0.23073426858616558,setosa
5.412471607311446,3.8995199326724372,1.5068152182589638,0.33892031085671187,setosa
4.414842346055449,3.220451193873086,1.2342151829917085,0.17969541787523746,setosa
5.13988448391267,3.7022756682689852,1.639650415888822,0.4011839388814437,setosa
5.44990097244536,4.218851735604488,1.3558878043707128,0.1711994674219518,setosa
4.8369588938733,3.0948020354648844,1.6738584636361518,0.1930490364158719,setosa
5.241956440269247,3.491092190165411,1.5880274403863406,0.20091918994519017,setosa
5.221188757858506,3.5212173160548277,1.4649957769978843,0.16219106228581595,setosa
4.785643277943425,3.0011317109466296,1.5153635166363917,0.2703815671500317,setosa
5.02158154574911,3.5213059241332805,1.3362392549312798,0.24609092292859228,setosa
4.732177002761553,3.0806730076532434,1.6031634006307471,0.18880902724065446,setosa
5.315441624510834,3.935155983140368,1.386441441472551,0.4212582361701837,setosa
5.125311244110995,3.3070948287068282,1.7159009156943954,0.5108328204115421,setosa
4.974379384665059,3.5778618899999026,1.391977442061743,0.20686767089644323,setosa
4.990211522091645,3.5024456693534676,1.6190184955768074,0.5857151964601611,setosa
5.0885026185450615,3.2796313568942095,1.7324109392471991,0.4666017401503984,setosa
4.9395447594218505,3.0390848445698424,1.430597457592554,0.19260916556132965,setosa
5.003933054660692,3.0771436297490795,1.4702571144787453,0.23307747446893923,setosa
4.349716319613709,3.215527867120203,1.2535511346690256,0.18951310802390867,setosa
5.535599562116939,4.210348465731912,1.2773747103080062,0.25938949694503094,setosa
4.817209845502284,2.980646233329673,1.5070919784029086,0.1375551613943814,setosa
4.892335345300712,3.1078557523541344,1.6282226986901658,-0.010412569684488088,setosa
5.782508621364153,4.0025726379527455,1.0978044943930985,0.2045880285218667,setosa
5.024636667215995,3.3325508217770627,1.4438586242833609,0.1282137102034438,setosa
4.801173168976304,2.9993962970850214,1.3033040419206765,0.12635590376453576,setosa
4.940909141074177,2.9999309363222033,1.1924286337525922,0.19272080463209998,setosa
4.702947819205532,3.186742857559979,1.0313433270837602,0.15956800293834877,setosa
4.766572478520076,3.396540308489924,1.8425431470076208,0.20995775487587068,setosa
4.640174992810602,3.5945738604231847,1.0169763873987698,0.20479550510518843,setosa
4.785643277943425,3.0011317109466296,1.5153635166363917,0.2703815671500317,setosa
5.0000733830696245,3.4226201261747575,1.7608783878165366,0.4109463612769652,setosa
5.426407431379887,3.880768217175873,1.1458586005648423,0.34261052733597575,setosa
5.410346134713432,3.911063144296546,1.6265281764553021,0.3719587114560401,setosa
5.434233187908231,3.6701923049401106,1.3985078012898973,0.18788824231980986,setosa
5.0044633050515355,3.0050964968808005,1.6042353868012538,0.12606086467103741,setosa
4.36793633274262,3.225000056589567,1.368559503237135,0.18734979937288615,setosa
5.402324269917895,3.706330135466328,1.4936852300897754,0.1930635823601302,setosa
4.989081821020932,3.194574457071523,1.1747336048473036,0.21201794512240912,setosa
5.370812274286079,3.697963873850478,1.5570869260876883,0.2200885480237122,setosa
5.427192334274784,3.668628098927453,1.6123086542198557,0.2322946546239179,setosa
4.9994781901847976,3.2117255770606854,1.2448748282009243,0.162973436169624,setosa
4.561330305595951,3.56939082662727,0.9870068489558175,0.2449450011113359,setosa
5.422268431419164,3.9049598816434865,1.1792856656062398,0.4127591842483923,setosa
5.4342871675447295,3.404684976611255,1.3872344517056774,0.39296813701436395,setosa
4.725909421061781,2.9975363348215196,1.2804950528518106,0.3031087499506669,setosa
4.492906962338618,2.292827663769004,1.4502593771242396,0.3247876508328151,setosa
5.495952336509045,4.18670474059339,1.5011645292536764,0.19615207951675312,setosa
4.888222103031595,3.604624336546235,1.3191456724754138,0.07903947944627593,setosa
4.8276985555298335,3.3743796270035693,1.9432672388485943,0.14303931012921453,setosa
4.737809317451427,3.2047256647567544,1.5661964518451885,0.2174690208155488,setosa
5.273810129588456,3.696676549996676,1.4512368162241123,0.1907239361672222,setosa
5.000188055916204,3.315996356698068,1.3474344076702616,0.169359607702565,setosa
4.607069216511864,3.4114904799417305,1.5115220915832,0.31800921453850467,setosa
4.458908347244999,2.9797063370097545,1.116702894023635,0.227632616030785,setosa
5.480034361744386,3.486503779006218,1.3017926957977537,0.1937267528785994,setosa
4.877619676923484,3.1268077499813365,1.3953740159578139,0.1658879665625356,setosa
5.6886865260704065,3.7616603501096364,1.5130076402551798,0.28907927084752416,setosa
4.756592024551059,3.402232887429845,1.7377311281594734,0.19364072498373955,setosa
4.898705614890761,3.0074169511417557,1.3514935775333508,0.18420132300022568,setosa
5.428669039994556,3.9036666740134702,1.751881540906064,0.3416049568865455,setosa
4.645679866084512,3.148856848497823,1.3532224947529843,0.16038924203917657,setosa
4.328631563619996,3.1851227547672565,1.4310671726026307,0.216789587650566,setosa
5.1416537546879315,3.4886876984522988,1.458340351995963,0.27148203844331553,setosa
5.136835746773471,3.4864236566767093,1.4556795067081931,0.20558837599045568,setosa
5.501558605942535,3.436844356040076,1.5989365370792445,0.42122957189090793,setosa
5.7410479940664185,4.371702663287252,1.5767723238112923,0.38777480857043745,setosa
5.415145894810978,3.417689014890493,1.6183454069856138,0.20962019703338428,setosa
5.2567070005623515,4.0955401806809775,1.427396397712365,0.08109455811917722,setosa
5.090707914089394,4.090035478169049,1.4828221851715455,0.08150282503051563,setosa
5.188996809668804,3.7082378232852165,1.3969194755224155,0.3498151403130637,setosa
5.008035994073563,3.215685411580162,1.336358989791488,0.16627256537182566,setosa
5.574305302961349,3.4933164978507483,1.1684060773831002,0.2264203135536247,setosa
5.0556490187397065,3.4291089888352992,1.363612425123843,0.19346332713161563,setosa
5.420079488107322,3.713198966190403,1.3989699654201808,0.21760525569251954,setosa
5.1647197537574145,4.0784456735794,1.6034749033887843,0.12433010964594468,setosa
4.798921405035119,3.373242074785077,1.8631209465344316,0.18973632297657453,setosa
5.137298603941016,3.501838729047676,1.3703935725472414,0.3422259421942637,setosa
4.882488403352142,3.090055412672388,1.5616065064426705,0.1443784024717904,setosa
5.133244477857273,3.419115347031305,1.436585117747053,0.14051114078040658,setosa
4.289091414136647,3.0249661622815553,1.0968005637701903,0.05745473263386227,setosa
5.023602226567494,3.0402129811576293,1.5336063593208102,0.13134797391091382,setosa
4.816853195532958,3.407207870492943,1.50423424223505,0.194427084345782,setosa
4.8133853308421015,3.5725399260458857,1.4255050341309177,0.09244797986013757,setosa
4.978925239530265,3.5275686959348427,1.2409605554558123,0.2776910450016951,setosa
5.04054115123666,3.385968572830809,1.4449020413821712,0.2619283458431617,setosa
5.094445168746368,3.472166769191761,1.1455658803427204,0.30625967309073654,setosa
5.250936630220019,3.6974190365083057,1.5659751249432854,0.19512793002302106,setosa
5.438311622409645,3.378255532718737,1.3654689471749277,0.34821889784528287,setosa
4.904564128511662,3.1146409889674365,1.5200490591142917,0.18539923774227682,setosa
4.9269271192403625,3.0965399411223378,1.4927295472477422,0.069816622228693,setosa
4.609051227974889,3.2244919416892928,1.4747340950588121,0.24462151084565295,setosa
5.4114056168834255,3.6722903930364863,1.5126337471554208,0.2238909244346179,setosa
4.618453031522213,2.331253168361008,1.4201942473860525,0.3082437362674651,setosa
5.681068097064359,3.800810233362868,1.6041025927811334,0.3211836233890528,setosa
5.06217905442445,3.5246514331984375,1.114483640838162,0.28439122068986483,setosa
4.773339167926494,2.9906952246479546,1.1767940907859926,0.2955344082981635,setosa
5.357411875662822,3.3818965414218636,1.6958605850575346,0.2591104346100968,setosa
5.0286348411396515,3.3762855246735373,1.6960496898597093,0.42561118775663603,setosa
5.0431580767861615,3.606246367521442,1.3584126599905213,0.17528042598327934,setosa
4.8369588938733,3.0948020354648844,1.6738584636361518,0.1930490364158719,setosa
5.47495246477513,3.3982967257805368,1.4427365889503885,0.3782187263146441,setosa
4.882488403352142,3.090055412672388,1.5616065064426705,0.1443784024717904,setosa
4.741069256109273,3.001507185484334,1.254321518148924,0.07826822945314227,setosa
4.940909141074177,2.9999309363222033,1.1924286337525922,0.19272080463209998,setosa
4.966821538453666,3.283168580248059,1.5050622031652119,0.19378396121909683,setosa
5.131566545256317,3.41902926944761,1.3441257061922793,0.2372410004732305,setosa
5.804569240002319,4.007413717169584,1.4499806419466408,0.27662771269373376,setosa
5.204979976661559,3.5038139721073267,1.6123720984114767,0.21936759464412992,setosa
4.367800442758273,3.021223017629296,1.324823732179512,0.23013895285296102,setosa
4.685846109390547,3.407625150723772,1.2725557579565987,0.2970940278139873,setosa
5.040006890370638,3.400799841408868,1.5111795293089727,0.36411825357270333,setosa
4.755387687766217,3.3957627455645745,1.431665470315874,0.19724841460504444,setosa
4.682864885637075,3.2384197500155114,1.5687642086900218,0.16884668508935302,setosa
4.656488148155968,3.13835771507342,1.4900780716907018,0.1342023313480648,setosa
4.966338880442355,3.000467758672466,1.6146489228835765,0.19602842482783148,setosa
4.857415468032804,3.1241799974937052,1.4578285308991599,0.21769232164953695,setosa
4.412235830498487,2.962700147709121,1.27385060406163,0.1979401510342737,setosa
4.606812385346007,3.5886558706634326,1.0733611213359542,0.23859270712414535,setosa
4.9285292744191,2.95833063456061,1.2495144440802033,0.26163452329648923,setosa
5.445438500622659,4.194683566706156,1.3806916229051216,0.23484084852572645,setosa
